Title,Rarity,Edge,Mintage,Engraver,Times Issued,Composition,Currency,Demonetized,Diameter,Orientation,Shape,Type,Issuer,Technique,Thickness,Weight,Year,Historical Figure,Century
100 Rials,8,Reeded,-1.0,0,0,Bimetallic,Second Rial (1932-date),0,29.0,Coin alignment ↑↓,0,Standard circulation coin,Iran,Milled,1.83,8.78,1371.0,0,unknown
5 Pounds Supreme Judicial Council,90,Reeded,700.0,0,1,Silver,Pound (1916-date),0,37.1,Medal alignment ↑↑,0,Non-circulating coin,Egypt,Milled,2.2,17.5,2009,0,20
10 Deutsche Mark Käthe Kollwitz,17,Smooth,8000000.0,1,2,Silver,Deutsche Mark (1948-2001),1,32.5,Medal alignment ↑↑,0,Non-circulating coin,Federal Republic of Germany,Milled,2.25,15.5,1992,0,19
Karshapana Post-Mauryan Ujjain,93,Plain,-1.0,0,0,Silver,Taxila Dynasty - Karshapan (320 BC to 160 BC),1,15.0,unknown,1,Standard circulation coin,Ujjain region,Other,1.8,3.38,210.0,0,unknown
1000 Patacas Year of the Goat,100,Reeded,500.0,0,2,Gold,Pataca (1894-date),0,28.0,unknown,0,Non-circulating coin,Macau,Milled,1.8,16.0,1991,0,19
2 Francs,5,Reeded,5000000.0,1,21,Silver,Franc (1795-1959),1,27.0,Coin alignment ↑↓,0,Standard circulation coin,France,Milled,2.0,10.0,1898.0,0,unknown
10 Centavos INTUR,19,Smooth,-1.0,0,0,Bimetallic,"INTUR (visitor's coinage, 1981-1989)",1,17.5,Medal alignment ↑↑,0,Standard circulation coin,Cuba,Milled,1.6,3.0,1989,0,19
Token - The Noble Organisation Ltd. Gold Award,93,Plain,-1.0,0,0,Brass,United Kingdom - Automatic Tokens,-1,21.59,Medal alignment ↑↑,0,Token/Medal,United Kingdom,Other,1.56,4.8,unknown,0,unknown
5 Dollars - Elizabeth II Jaguar,77,Reeded,25000.0,0,1,Silver,Dollar of New Zealand (1987-date),0,30.0,Medal alignment ↑↑,0,Non-circulating coin,Niue,Milled,1.8,10.0,1992,1,19
5 Yuan Li ShiZhen,93,Reeded,-1.0,0,0,Silver,Second Rénmínbì (1955-date),0,36.0,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,3.0,22.22,1990,0,19
10 Yuan Panda,97,Special,-1.0,0,0,Gold,Second Rénmínbì (1955-date),0,25.75,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,1.8,3.1103,1991,0,19
Ort / 18 Groszy - August III Lipsk mint,78,Special,-1.0,0,0,Bimetallic,First Złoty (1573-1795),1,27.0,Medal alignment ↑↑,0,Standard circulation coin,Polish–Lithuanian Commonwealth,Other,1.8,5.84,1755,1,17
100 Yuan Year of the Monkey,97,Special,500.0,0,1,Silver,Second Rénmínbì (1955-date),0,25.75,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,1.8,373.24,1992,0,19
½ Speciedaler - Carl XV,93,Special,500.0,0,3,Silver,Speciedaler (1816-1875),1,25.75,unknown,0,Standard circulation coin,Norway,Milled,1.8,14.45,1861.0,1,unknown
Muraiola of 4 Baiocchi - Pius VI,100,Special,-1.0,0,0,Billon,Perugia - Scudo,1,25.75,Medal alignment ↑↑,0,Standard circulation coin,Papal States,Other,1.8,28.28,1797,1,17
Monnaie de Paris Tourist Token - Concours général agricole des animaux 2007,88,Reeded,20000.0,0,1,Bimetallic,Monnaie de Paris Tourist Token - Concours général agricole des animaux 2007,-1,34.0,Medal alignment ↑↑,0,Token/Medal,France - Monnaie de Paris,Milled,2.46,15.88,2007,0,20
Token - Collectie BP IX; Tetradrachme van de Barciden,81,Special,-1.0,0,0,Other,Netherlands - Promotional Gas Tokens,-1,26.0,Coin alignment ↑↓,1,Token/Medal,Netherlands,Milled,1.9,4.1,unknown,0,unknown
2 New Shekels Avdat - The Incense Route,94,Milled,2800.0,0,1,Silver,New Shekel (1986-date),0,38.7,Medal alignment ↑↑,0,Non-circulating coin,Israel,Milled,1.8,31.1,2015,0,20
30 Yeni Lira Safranbolu,95,Reeded,1312.0,1,1,Silver,New lira (2005-date),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.47,2007,0,20
4 Reichspfennig,12,Plain,27100599.0,1,6,Bronze,Reichsmark (1924-1948),1,24.0,Medal alignment ↑↑,0,Standard circulation coin,Germany (1871-1948),Milled,1.8,5.0,1932,0,19
1 Pound - Elizabeth II 4th portrait; Cardiff,13,Special,1615000.0,1,3,Bimetallic,"Pound sterling (decimalized, 1971-date)",1,22.5,Medal alignment ↑↑,0,Circulating commemorative coin,United Kingdom,Milled,3.15,9.5,2011,1,20
50 Pence - Elizabeth II WWF; Silver Proof,72,Plain,26534.0,1,1,Silver,"Pound sterling (decimalized, 1971-date)",0,27.3,Medal alignment ↑↑,1,Non-circulating coin,United Kingdom,Milled,1.8,8.0,2011,1,20
1 Pound - Elizabeth II 4th portrait; Edinburgh,15,Special,935000.0,1,3,Bimetallic,"Pound sterling (decimalized, 1971-date)",1,22.5,Medal alignment ↑↑,0,Circulating commemorative coin,United Kingdom,Milled,3.15,9.5,2011,1,20
2 Pounds - Elizabeth II 4th portrait; King James Bible,12,Special,975000.0,1,3,Bimetallic,"Pound sterling (decimalized, 1971-date)",0,28.4,Medal alignment ↑↑,0,Circulating commemorative coin,United Kingdom,Milled,2.5,12.0,2011,1,20
1 Penny - Mary I 1st Period,95,Special,-1.0,0,0,Bimetallic,Pound Scots (1136-1707),1,14.0,Variable alignment ↺,1,Standard circulation coin,Scotland,Hammered,1.8,0.73,1556,1,15
"1 Dub 20 Cash, Falus",95,Plain,-1.0,0,0,Copper,Pagoda (1639-1817),1,26.5,Coin alignment ↑↓,0,Standard circulation coin,Madras Presidency,Other,1.8,10.31,1807,0,18
"⅓ Groat - James V 2nd Coinage, Type IV",97,Special,-1.0,0,0,Silver,Pound Scots (1136-1707),1,17.0,Variable alignment ↺,1,Standard circulation coin,Scotland,Hammered,1.8,0.91,1526.0,1,unknown
Token - Souvenirs et Patrimoine Ile d'Oléron - Charente Maritime,90,Reeded,-1.0,0,0,Bimetallic,Token - Souvenirs et Patrimoine Ile d'Oléron - Charente Maritime,-1,34.0,Medal alignment ↑↑,0,Token/Medal,France - Souvenirs et Patrimoine,Milled,2.65,16.2,2013,0,20
½ Penny - William III 1st issue,50,Plain,-1.0,1,0,Copper,Pound sterling (1158-1970),1,28.5,Coin alignment ↑↓,0,Standard circulation coin,England,Other,1.8,10.8,1695.0,1,unknown
10 Centavos,8,Plain,20000000.0,0,3,Nickel,Sucre (1884-2000),1,19.0,Coin alignment ↑↓,0,Standard circulation coin,Ecuador,Milled,1.45,2.75,1964.0,0,unknown
Token - OK 1 Cours Belsunce Marseille,97,Smooth,-1.0,0,0,Bimetallic,France - Tokens,-1,23.5,Medal alignment ↑↑,1,Token/Medal,France,Other,1.8,2.8,unknown,0,unknown
Phonograph Token - Autophone Concert Paris,94,Smooth,-1.0,0,0,Brass,France - Phonograph Tokens,1,27.0,Coin alignment ↑↓,1,Token/Medal,France,Other,1.8,7.5,unknown,0,unknown
20 Centimes - Banque des Enfants,82,Smooth,-1.0,0,0,Other,France - Play Tokens,1,11.0,Medal alignment ↑↑,0,Other,France,Other,1.8,0.55,unknown,0,unknown
1 Cash - Qianlong Tongbao; Boo-chiowan,11,Smooth,-1.0,0,0,Brass,Cash (621-1912),1,24.0,Medal alignment ↑↑,1,Standard circulation coin,Empire of China,Other,1.5,4.23,1736.0,1,unknown
¹⁄₄₈ Thaler - Friedrich August I,57,Smooth,2990000.0,0,8,Bimetallic,Thaler (1806-1873),1,16.0,Medal alignment ↑↑,0,Standard circulation coin,Kingdom of Saxony (Albertinian Line),Other,1.0,0.97,1806.0,1,unknown
Arcade Token - Le Jeu,77,Milled,-1.0,0,0,Other,Canada - Automatic Tokens,-1,22.5,Medal alignment ↑↑,0,Token/Medal,Canada,Milled,1.5,5.5,unknown,0,unknown
Game Token,88,Smooth,-1.0,0,0,Other,Game Token,-1,22.5,unknown,0,Token/Medal,United States,Other,1.5,5.3,unknown,0,unknown
Token Four-leaf clover,80,Smooth,-1.0,0,0,Brass,United Kingdom - Tokens,-1,20.27,unknown,0,Token/Medal,United Kingdom,Other,1.62,3.8,unknown,0,unknown
5 Francs CFA,7,Smooth,26000000.0,0,16,Bronze,"CFA franc (Bank of Central African States, 1973-date)",0,20.0,Coin alignment ↑↓,0,Standard circulation coin,Central African States - Bank of  Central African States,Milled,1.47,3.0,1973.0,0,unknown
1 Dollar - Elizabeth II Cruise Ship Tourism; Silver Proof Issue,80,Reeded,2500.0,1,2,Silver,Dollar (1970-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,Bermuda,Milled,3.0,28.28,1985,1,19
Telephone Token - Telebrás DDD,48,Smooth,-1.0,0,0,Other,Telephone Token - Telebrás DDD,1,23.0,Medal alignment ↑↑,1,Token/Medal,Brazil,Other,2.0,5.7,1978.0,0,unknown
¹⁄₁₂ Thaler - George IV,82,Smooth,-1.0,0,0,Silver,Thaler (1815-1856),1,22.0,Medal alignment ↑↑,0,Standard circulation coin,Duchy of Brunswick,Other,1.8,28.28,1821.0,1,unknown
12 Mariengroschen - Karl Wilhelm Ferdinand,97,Special,-1.0,0,0,Silver,Thaler (1499-1814),1,25.75,Medal alignment ↑↑,0,Standard circulation coin,Principality of Brunswick-Wolfenbüttel,Other,1.8,28.28,1781.0,1,unknown
Token - Cafes Legal France Teston de Troyes 1553,97,Special,-1.0,0,0,Other,Token - Cafes Legal France Teston de Troyes 1553,1,26.0,unknown,0,Other,France,Other,1.8,28.28,unknown,0,unknown
25 Diners - Ramon Iglesias i Navarri Bishop Benlloch of Urgel,93,Reeded,1350.0,0,1,Silver,25 Diners - Ramon Iglesias i Navarri Bishop Benlloch of Urgel,1,29.0,unknown,0,Other,Andorra,Milled,1.8,14.0,1965,0,19
2 Gulden - Franz Joseph I Wedding,83,Special,-1.0,1,0,Silver,Austro-Hungarian gulden (1754-1857),1,36.0,Medal alignment ↑↑,0,Non-circulating coin,Austrian Empire,Milled,2.9,25.9,1854,1,18
"Shell Token - Man in Flight #15 - Wernher Von Braun, Jupiter C, 1958",81,Smooth,-1.0,0,0,Other,South Africa - Promotional Gas Tokens,-1,26.6,Medal alignment ↑↑,1,Token/Medal,South Africa,Milled,1.65,1.9,1969,0,19
1 Penny - Elizabeth II 2nd portrait,13,Plain,750000.0,1,2,Bronze,Pound (1976-date),0,20.32,Medal alignment ↑↑,0,Standard circulation coin,Saint Helena and Ascension,Milled,1.8,3.56,1984,1,19
Jena Hotel Schwarzer Bär,94,Plain,-1.0,0,0,Bimetallic,Jena Hotel Schwarzer Bär,1,36.0,Medal alignment ↑↑,0,Token/Medal,German Democratic Republic,Milled,3.0,28.28,unknown,0,unknown
5 Qirsh,6,Reeded,-1.0,0,0,Bimetallic,Pound (1916-date),1,25.0,Medal alignment ↑↑,0,Standard circulation coin,Egypt,Milled,1.25,4.5,1972,0,19
10 Mun King Gojong,97,Special,-1.0,0,0,Copper,Kingdom of Joseon - Mun (1633-1892),1,25.75,Coin alignment ↑↓,0,Other,Korea,Milled,1.8,28.28,1886,0,18
50 Céntimos Central Bank,18,Reeded,5000000.0,0,1,Nickel,Bolívar Fuerte (2008-2018),1,22.0,Coin alignment ↑↓,0,Circulating commemorative coin,Venezuela,Milled,1.76,4.3,2010,0,20
5 Sen - Agong,4,Reeded,20484310.0,0,21,Bimetallic,Ringgit (1967-date),1,16.25,Medal alignment ↑↑,0,Standard circulation coin,Malaysia,Milled,1.04,1.41,1989.0,0,unknown
1 Décimo,22,Reeded,1268000.0,0,11,Silver,Old peso (1835-1980),1,18.0,Coin alignment ↑↓,0,Standard circulation coin,Chile,Milled,1.8,2.5,1879.0,0,unknown
Token - S. Georgius Equitum Patronus / In Tempestate Securitas Kremnitz,82,Smooth,-1.0,0,0,Bimetallic,Hungary - Souvenir Tokens,-1,34.0,Medal alignment ↑↑,0,Token/Medal,Hungary,Other,2.0,12.86,unknown,0,unknown
2 Escudos - Fernando VII Madrid,94,Reeded,-1.0,1,0,Gold,Real (1497-1833),1,23.0,Medal alignment ↑↑,0,Standard circulation coin,Spain,Milled,1.0,6.7,1813.0,1,unknown
10 Dollars Gandhi's Life,89,Reeded,9999.0,0,1,Bimetallic,Dollar (1943-date),0,38.6,Medal alignment ↑↑,0,Non-circulating coin,Liberia,Milled,3.0,28.5,2001,0,20
10 Penniä - Aleksandr II,16,Smooth,250000.0,1,5,Copper,Markka (1860-1963),1,30.0,Medal alignment ↑↑,0,Standard circulation coin,Finland,Milled,2.2,12.8,1865.0,1,unknown
20 Para,8,Smooth,174028500.0,0,2,Brass,Convertible dinar (1990-1992),1,20.0,Medal alignment ↑↑,0,Standard circulation coin,Yugoslavia,Milled,1.7,3.8,1990.0,0,unknown
2 Złote Central Banking,14,Special,1300000.0,0,1,Gold,Fourth złoty (1995-date),0,27.0,Medal alignment ↑↑,0,Circulating commemorative coin,Poland,Milled,2.0,8.15,2009,0,20
"Medallion - Frederick, Maryland 225th Anniversary",97,Special,-1.0,0,0,Other,United States - Souvenir Tokens,-1,36.0,Medal alignment ↑↑,0,Token/Medal,United States,Other,1.8,12.5,1970,0,19
50 Centimes,27,Reeded,32292000.0,1,1,Bimetallic,Piastre (1880-1952),1,29.0,Coin alignment ↑↓,0,Standard circulation coin,French Indochina,Milled,2.0,12.5,1946,0,19
2 Ducats,100,Special,-1.0,1,0,Gold,Thaler (1646-1798),1,25.75,Medal alignment ↑↑,0,Standard circulation coin,City of Bern,Other,1.8,6.87,1703.0,0,unknown
2 Ducats,100,Special,-1.0,0,0,Gold,Thaler (1646-1798),1,25.75,Medal alignment ↑↑,0,Standard circulation coin,City of Bern,Other,1.8,6.89,1727,0,17
2 Ducats,100,Special,-1.0,0,0,Gold,Thaler (1646-1798),1,25.75,Coin alignment ↑↓,0,Standard circulation coin,City of Bern,Other,1.8,6.89,1771,0,17
500 Schilling Egon Schiele,80,Special,200000.0,0,3,Silver,Second Schilling (1945-2001),1,37.0,unknown,0,Non-circulating coin,Austria,Milled,1.8,24.0,1990,0,19
Telephone Token - Zv'azok,62,Smooth,-1.0,0,0,Bronze,Telephone Token - Zv'azok,-1,19.43,unknown,1,Token/Medal,Ukraine,Other,2.01,2.99,unknown,0,unknown
2 Groschen - Ernst II,87,Special,70000.0,0,3,Bimetallic,Thaler (1841-1870),1,22.0,Medal alignment ↑↑,0,Standard circulation coin,Duchy of Saxe-Coburg and Gotha,Milled,1.8,3.22,1865.0,1,unknown
Token - Grand Chapter State of New York R.A.M. 200th Anniversary,97,Plain,-1.0,0,0,Bimetallic,United States - Masonic Tokens,-1,38.12,Medal alignment ↑↑,0,Token/Medal,United States,Milled,2.97,22.8,1998,0,19
50 Euro Cent 1st type; 1st map,4,Special,370100000.0,1,19,Bimetallic,Euro (2002-date),0,24.25,Medal alignment ↑↑,0,Standard circulation coin,Spain,Milled,2.38,7.8,1999.0,1,unknown
2 Annas - George VI,11,Plain,37636000.0,1,4,Bimetallic,Rupee (1862-1947),1,25.0,Medal alignment ↑↑,1,Standard circulation coin,India - British,Milled,1.7,5.84,1939.0,1,unknown
"1 Anna - George VI 2nd portrait, large crown, low relief",6,Plain,194056000.0,1,6,Bimetallic,Rupee (1862-1947),1,20.5,Medal alignment ↑↑,1,Standard circulation coin,India - British,Milled,1.5,3.89,1942.0,1,unknown
10 Paise,5,Smooth,146100000.0,0,7,Other,"Rupee (decimalized, 1957-date)",1,26.0,Medal alignment ↑↑,1,Standard circulation coin,India,Milled,2.25,2.3,1971.0,0,unknown
100 Colones magnetic,8,Special,15000000.0,0,1,Brass,Colón (1896-date),0,29.0,Coin alignment ↑↓,0,Standard circulation coin,Costa Rica,Milled,1.92,9.1,1995,0,19
1 Lilangeni - Mswati III 2nd portrait,9,Reeded,-1.0,0,0,Brass,Lilangeni (1974-date),1,22.5,Medal alignment ↑↑,0,Standard circulation coin,Eswatini,Milled,1.8,9.5,1995.0,1,unknown
10 Cents - Elizabeth II 1st portrait,5,Reeded,5000000.0,1,8,Bimetallic,British West Indies dollar (1935-1965),1,18.01,Medal alignment ↑↑,0,Standard circulation coin,Eastern Caribbean States,Milled,1.35,2.59,1955.0,1,unknown
200 Pesetas - Juan Carlos I,5,Special,43576000.0,1,3,Bimetallic,Peseta (1868-2001),1,22.0,Coin alignment ↑↓,0,Standard circulation coin,Spain,Milled,2.5,8.5,1986.0,1,unknown
1 Dollar - Elizabeth II 2nd Portrait - Mob of Roos,5,Special,538358.0,0,4,Bimetallic,Dollar (1966-date),0,25.0,Medal alignment ↑↑,0,Standard circulation coin,Australia,Milled,2.5,9.0,1984,1,19
"Medal - Jubilee King George V - Hobart, Tasmania Event Medal",95,Smooth,-1.0,0,0,Bimetallic,"Medal - Jubilee King George V - Hobart, Tasmania Event Medal",-1,35.0,Medal alignment ↑↑,1,Token/Medal,Australia,Other,1.8,7.24,1935,1,19
Token - Bellerive Ferry - Tasmania Transit Token,94,Smooth,-1.0,0,0,Brass,Token - Bellerive Ferry - Tasmania Transit Token,-1,25.75,Medal alignment ↑↑,0,Token/Medal,Australia,Milled,1.8,5.0,1952,1,19
Medal - Diamond Jubilee Queen Victoria - City of Hobart Event Medal,97,Smooth,-1.0,0,0,Gold,Medal - Diamond Jubilee Queen Victoria - City of Hobart Event Medal,-1,31.0,Medal alignment ↑↑,0,Token/Medal,Australia,Milled,1.8,13.38,1897,0,18
100 Cash Brass,92,Smooth,-1.0,0,0,Brass,Yuan (1897-1949),1,25.75,Medal alignment ↑↑,0,Standard circulation coin,Szechuan Province,Milled,1.8,28.28,1926,0,19
Medal - Sesquicentenary of Hobart City Historical Medal,97,Smooth,320.0,0,1,Silver,Medal - Sesquicentenary of Hobart City Historical Medal,-1,25.75,Medal alignment ↑↑,0,Token/Medal,Australia,Milled,1.8,28.0,1992,1,19
50 Cents non-magnetic,6,Reeded,11000000.0,0,7,Bimetallic,Rupee (1972-date),0,21.5,Medal alignment ↑↑,0,Standard circulation coin,Sri Lanka,Milled,2.1,5.5,1972.0,0,unknown
100 Lire - Ioannes Pavlvs II Handicap and Solidarity,22,Special,38000.0,1,1,Bimetallic,Lira (1929-2001),1,21.8,Coin alignment ↑↓,0,Circulating commemorative coin,Vatican City,Milled,1.5,4.5,1994,1,19
5 Pence - National Transport Token,49,Reeded,-1.0,0,0,Other,5 Pence - National Transport Token,-1,27.2,Medal alignment ↑↑,1,Token/Medal,United Kingdom,Milled,1.1,1.7,unknown,0,unknown
1 Peso World Championship Spain '82,51,Smooth,10000.0,1,1,Bimetallic,"Cuban Peso (moneda nacional, 1914-date)",1,29.9,Coin alignment ↑↓,0,Non-circulating coin,Cuba,Milled,1.8,11.3,1981,0,19
1 Feoirling,13,Smooth,786000.0,0,10,Bronze,Pound (1826-1971),1,20.3,Medal alignment ↑↑,0,Standard circulation coin,Ireland,Milled,1.3,2.83,1939.0,0,unknown
2 Cèntims Sant Vicenç d'Enclar,61,Plain,15000.0,0,1,Brass,Diner (1977-2014),1,18.2,Medal alignment ↑↑,0,Non-circulating coin,Andorra,Milled,2.0,3.5,2004,1,20
20 Kopecks R.S.F.S.R.,11,Reeded,825000.0,0,3,Silver,Soviet Republic (RSFSR) ‒ Ruble (1921-1923),1,21.8,Medal alignment ↑↑,0,Standard circulation coin,Soviet Union,Milled,1.0,3.6,1921.0,0,unknown
5 Stotinki - Aleksandr I,20,Smooth,10000000.0,0,2,Bronze,First lev (1881-1952),1,24.98,Coin alignment ↑↓,0,Standard circulation coin,Bulgaria,Milled,1.8,4.57,1881,1,18
Qirat - 'Ali b. Yusuf with heir Tashfin,90,Special,-1.0,0,0,Silver,Dinar (1040-1147),1,11.0,Coin alignment ↑↓,1,Standard circulation coin,Almoravid dynasty,Hammered,0.5,0.87,1139.0,0,unknown
Car Wash Token - Lavage auto,87,Special,-1.0,0,0,Brass,Car Wash Token - Lavage auto,-1,18.7,unknown,0,Token/Medal,France,Other,2.2,4.6,unknown,0,unknown
10 Pesos Che Guevara,90,Reeded,5000.0,0,1,Silver,"Cuban Peso (moneda nacional, 1914-date)",1,38.0,Coin alignment ↑↓,0,Non-circulating coin,Cuba,Milled,1.8,20.0,2003,0,20
10 Kwacha Independence,59,Reeded,7556.0,1,2,Silver,Kwacha (1971-date),0,38.7,Medal alignment ↑↑,0,Non-circulating coin,Malawi,Milled,2.8,28.28,1974,0,19
1 Yuan Zhu De,59,Letter,580000.0,0,1,Nickel,Second Rénmínbì (1955-date),0,25.0,Medal alignment ↑↑,0,Circulating commemorative coin,People's Republic of China,Milled,2.0,6.05,1996,0,19
1 Sol - Louis XV,80,Smooth,-1.0,1,0,Copper,Livre tournois (987-1795),1,28.0,Coin alignment ↑↓,0,Standard circulation coin,France,Milled,1.8,12.235,1721.0,1,unknown
2 Pounds - Elizabeth II DNA Double Helix; Silver Proof,71,Special,11204.0,1,1,Silver,"Pound sterling (decimalized, 1971-date)",0,28.4,Medal alignment ↑↑,0,Non-circulating coin,United Kingdom,Milled,1.8,12.0,2003,1,20
50 Pence - Elizabeth II European Community; Silver Proof,62,Plain,26890.0,1,1,Silver,"Pound sterling (decimalized, 1971-date)",1,30.0,Medal alignment ↑↑,1,Non-circulating coin,United Kingdom,Milled,2.5,13.5,1992,1,19
"Sea Festival Dollar - Vancouver, British Columbia",88,Plain,20000.0,0,2,Bimetallic,Canada - Local Dollar Tokens,1,39.0,Medal alignment ↑↑,0,Token/Medal,Canada,Milled,1.8,20.4,1978,0,19
200 Dram,7,Reeded,-1.0,0,0,Brass,Dram (1993-date),0,24.0,Medal alignment ↑↑,0,Standard circulation coin,Armenia,Milled,1.46,4.5,2003,0,20
Denier Tournois - Charles VIII,92,Special,-1.0,0,0,Bimetallic,Livre tournois (987-1795),1,20.0,unknown,1,Standard circulation coin,France,Hammered,1.8,1.13,1483.0,1,unknown
5 Colones Independence,73,Letter,18000.0,0,1,Silver,Colón (1892-date),1,29.8,Coin alignment ↑↓,0,Non-circulating coin,El Salvador,Milled,2.11,11.5,1971,0,19
25 Colones IADB,69,Smooth,2000.0,0,2,Bimetallic,Colón (1892-date),1,27.0,Medal alignment ↑↑,0,Non-circulating coin,El Salvador,Milled,2.5,25.0,1977,0,19
¼ Rupee - Moolam Thirunal Rama Varma VI,89,Reeded,-1.0,0,0,Silver,Rupee (1729-1947),1,20.0,Medal alignment ↑↑,0,Standard circulation coin,Kingdom of Travancore,Milled,1.15,2.72,1889,0,18
4 Schilling - Karl Friedrich,92,Special,-1.0,0,0,Silver,Thaler (1560-1753),1,22.0,Medal alignment ↑↑,0,Standard circulation coin,Duchy of Schleswig-Holstein-Gottorp,Other,1.1,28.28,1703.0,1,unknown
24 Grote,95,Milled,1890.0,0,1,Silver,Thaler,1,32.0,Medal alignment ↑↑,0,Standard circulation coin,City of Bremen,Other,1.8,28.28,1749,0,17
⅓ Reichsthaler - Simon Heinrich,94,Special,41000.0,0,1,Silver,Thaler (1413-1788),1,33.0,Medal alignment ↑↑,0,Standard circulation coin,Lippe,Other,1.5,28.28,1672,1,16
"Car Wash Token - BTC Copper, Ljubljana",95,Plain,-1.0,0,0,Copper,"Car Wash Token - BTC Copper, Ljubljana",-1,25.0,unknown,1,Token/Medal,Slovenia,Other,2.0,4.6,unknown,0,unknown
100 Patacas Year of the Tiger,91,Reeded,5000.0,0,1,Silver,Pataca (1894-date),0,38.61,unknown,0,Non-circulating coin,Macau,Milled,1.8,28.28,1998,0,19
100 Patacas Year of the Rabbit,91,Reeded,5000.0,0,1,Silver,Pataca (1894-date),0,38.0,Medal alignment ↑↑,0,Non-circulating coin,Macau,Milled,2.52,28.28,1999,0,19
10 Yuan Year of the Monkey,97,Special,8000.0,0,1,Silver,Second Rénmínbì (1955-date),0,40.0,Medal alignment ↑↑,0,Non-circulating coin,People's Republic of China,Milled,1.8,31.1,1992,0,19
1 Dollar - Elizabeth II 4th Portrait - Air Series - Kookaburra,75,Special,21889.0,0,1,Bronze,Dollar (1966-date),0,25.0,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,2.5,9.0,2011,1,20
2 Rubles Moscow,11,Special,10000000.0,1,1,Bimetallic,Ruble (1998-date),0,23.0,Medal alignment ↑↑,0,Circulating commemorative coin,Russia,Milled,1.8,5.1,2000,0,20
½ Groschen - Wilhelm,65,Smooth,576310.0,0,3,Bimetallic,Vereinsthaler (1857-1871),1,15.0,Medal alignment ↑↑,0,Standard circulation coin,Duchy of Brunswick,Milled,0.75,1.09,1858.0,1,unknown
10 Lei Nicolae Steinhardt,95,Reeded,500.0,0,1,Silver,Fourth leu (2005-date),0,37.0,Coin alignment ↑↓,0,Non-circulating coin,Romania,Milled,1.8,31.1,2012,0,20
1 Centavo,9,Smooth,10790000.0,0,35,Bimetallic,Peso (1857-1967),1,24.8,Coin alignment ↑↓,0,Standard circulation coin,Philippines,Milled,1.45,5.3,1903.0,0,unknown
